market,ticker,date,open,high,low,close,volume
KR,005930,2022-02-17,22803.075026607108,22829.87152243742,22490.173849736748,22533.103396651288,213005
KR,005930,2022-02-18,22607.055523416897,22721.69681670096,22594.230101575038,22658.92369081573,335323
KR,005930,2022-02-21,22586.03901320727,22840.01797868579,22525.033897452573,22781.793508076913,468302
KR,005930,2022-02-22,22855.701618842864,22872.672821235956,22592.97417008938,22714.545885695312,398414
KR,005930,2022-02-23,22747.39257219169,23859.4497794323,22659.16407764685,23608.740725719737,469451
KR,005930,2022-02-24,23733.577285121224,23845.65545002071,23589.04978955785,23821.224043717546,656321
KR,005930,2022-02-25,23732.01682361852,24084.133190330438,23663.151419573307,23978.27403512221,562184
KR,005930,2022-02-28,23993.973115769204,24046.140126579277,23694.010208880984,23788.529857016925,519023
KR,005930,2022-03-01,23768.7210944803,24036.254327251496,23749.74975953281,24031.236912415046,628043
KR,005930,2022-03-02,23916.624787885306,24823.264856736096,23811.94415273362,24612.296995455377,496606
KR,005930,2022-03-03,24559.51189265172,24562.590405067298,24095.274068542945,24144.400873304516,445559
KR,005930,2022-03-04,24226.037739326865,24370.45859433023,23219.712861119275,23563.74028591398,572360
KR,005930,2022-03-07,23530.58888306059,23777.530480844205,23286.91123411217,23315.15780752066,190789
KR,005930,2022-03-08,23264.61538016587,23496.640356046504,23196.404765575302,23356.89128409068,846892
KR,005930,2022-03-09,23417.730874829464,23498.153913627404,23273.14969246012,23407.615058037623,237636
KR,005930,2022-03-10,23477.05679158878,23973.413945261815,23389.283384452203,23967.06694650185,688145
KR,005930,2022-03-11,24038.017897687856,24180.80317009393,24034.661503069397,24108.481447214454,455833
KR,005930,2022-03-14,24051.36652299504,24485.676702650875,24023.678084787327,24466.07063062251,788309
KR,005930,2022-03-15,24461.812891883797,24536.768293218578,23934.89457339273,23986.04518740626,461124
KR,005930,2022-03-16,24060.209497502612,24461.210061823163,23959.6940200759,24365.557834195974,282619
KR,005930,2022-03-17,24317.60392167296,25407.78380893221,24224.86703862446,25289.79112550819,775184
KR,005930,2022-03-18,25232.93983911372,25772.886537684048,25194.880696377346,25646.68994490234,497146
KR,005930,2022-03-21,25710.41417105047,25998.11638396697,25654.890832389166,25768.87085168669,481064
KR,005930,2022-03-22,25889.650736860847,26020.665188054005,25736.388881764862,25845.450457172785,472226
KR,005930,2022-03-23,25756.1227850249,26904.209162848954,25657.6094525987,26682.030478840235,748220
KR,005930,2022-03-24,26474.10527996042,26655.76208697336,25837.10418256617,26242.063362149478,682720
KR,005930,2022-03-25,26127.885473837167,26343.112003819533,26011.58196019684,26194.83178271385,509026
KR,005930,2022-03-28,26115.268717987736,26443.498961220153,26013.959043312683,26417.061837748985,208954
KR,005930,2022-03-29,26406.150796177357,26805.38672979909,26375.74076870554,26776.123069020727,370807
KR,005930,2022-03-30,26825.593231538427,26980.92864797761,26546.907007958645,26570.699268788765,478534
KR,005930,2022-03-31,26559.021351817188,26931.9668713929,26436.65937269661,26763.477175764227,1113796
KR,005930,2022-04-01,26707.246613793915,26774.62841775564,26545.983851926023,26628.223158222874,550297
KR,005930,2022-04-04,26640.47504489596,26893.376943547933,26623.564649861633,26715.907890485334,433706
KR,005930,2022-04-05,26638.816059003315,27034.591950503676,26635.733641148105,26982.704512101755,825942
KR,005930,2022-04-06,26978.9063989495,26979.35513607415,25920.990151555703,26151.003915117744,429651
KR,005930,2022-04-07,26100.67093703826,26158.36632925897,25987.21413256376,26067.078952675263,447999
KR,005930,2022-04-08,26276.685105100296,26636.77582287553,26236.680271531914,26448.249182537515,491497
KR,005930,2022-04-11,26513.05693609926,26617.26665946716,25964.405841015025,26169.24549716818,214879
KR,005930,2022-04-12,26103.690404736553,26117.804989347795,25665.619735814278,25710.0884448023,733520
KR,005930,2022-04-13,25633.1946447108,26215.215948745186,25371.285453893543,26135.540755515594,562332
KR,005930,2022-04-14,26101.184681874915,26149.736937549027,25716.067594223983,25764.366459290904,394652
KR,005930,2022-04-15,25637.22896325392,25725.36990433576,25587.575389115653,25709.003712218757,256798
KR,005930,2022-04-18,25652.662857760766,25777.00575176999,25333.333153938856,25347.667411154995,505877
KR,005930,2022-04-19,25291.530404841797,25912.653462167986,25158.621693619007,25731.03077257746,915600
KR,005930,2022-04-20,25799.26372991403,27684.469651344007,25738.69554295118,27578.68704018741,329983
KR,005930,2022-04-21,27543.3918103533,28561.712354966527,27507.028817196893,28381.712402920566,267446
KR,005930,2022-04-22,28314.401273919717,28371.64730762917,27882.692154156408,28007.607416262792,561081
KR,005930,2022-04-25,27894.977693395256,28274.14486500964,27834.267310858588,28230.89018961262,204719
KR,005930,2022-04-26,28131.237528588346,29038.786104801486,28116.448797871646,28992.636547813254,149817
KR,005930,2022-04-27,28986.86503729235,29030.500743385765,28429.621274060435,28472.473480812176,364238
KR,005930,2022-04-28,28454.097707759734,29214.638074383176,28418.086947514235,29140.747393229103,322195
KR,005930,2022-04-29,29239.90621371699,29481.448940558184,28527.514968123374,28576.026226184316,396160
KR,005930,2022-05-02,28522.09206769796,29154.742878416906,28456.61960019726,29125.44545816615,345403
KR,005930,2022-05-03,29217.993100669537,29598.038106199692,29214.317275370122,29455.76468192726,537363
KR,005930,2022-05-04,29478.48623836288,29816.18313706482,29337.837859525433,29743.69810883414,407528
KR,005930,2022-05-05,29743.28446139066,30821.506176510957,29556.067793209408,30541.169565966466,337376
KR,005930,2022-05-06,30357.161682977454,30369.427364226678,29026.100644799142,29216.13862154718,362092
KR,005930,2022-05-09,29103.067065259405,30062.531387524043,29068.188114547636,29878.573053865697,624277
KR,005930,2022-05-10,29945.031562536424,30010.58837548121,29719.725746879616,29723.29287078749,735259
KR,005930,2022-05-11,29847.93629823474,30750.483135004397,29827.782371590947,30675.1275216577,715607
KR,005930,2022-05-12,30694.126051933872,30799.99332372017,30277.810476495975,30281.354259283726,645289
KR,005930,2022-05-13,30350.625338547256,30372.388323808857,29999.65698516988,30003.063975668876,87548
KR,005930,2022-05-16,29966.365235143858,30241.508460247947,28847.253160950862,28856.649594977327,275976
KR,005930,2022-05-17,28824.501764207518,29499.363751176646,28708.49096040401,29329.910898211256,389189
KR,005930,2022-05-18,29271.576994159877,29948.06014817704,29135.168054049784,29704.890150177132,504900
KR,005930,2022-05-19,29791.750109834247,29941.967201860432,29686.972613641785,29790.06033568396,202920
KR,005930,2022-05-20,29820.696200036724,29867.577667271293,29666.38823485248,29832.70153371628,927739
KR,005930,2022-05-23,29811.74382373982,30522.167135962078,29525.72780234552,30395.147117003653,530293
KR,005930,2022-05-24,30365.202614594116,30460.89335562328,29991.106338646336,30151.13727538448,334032
KR,005930,2022-05-25,30201.475104377252,30244.06373871149,29626.020936326764,29773.717002141075,494557
KR,005930,2022-05-26,29802.57805447874,30048.354855618487,29656.638355790765,29678.62279734855,383278
KR,005930,2022-05-27,29604.541218428636,30374.706643859063,29505.214876690006,30319.792326619376,311741
KR,005930,2022-05-30,30475.87733293831,30631.66463921185,29513.363504183355,29568.830731648985,587068
KR,005930,2022-05-31,29591.630865563104,30597.104788566492,29436.936823821332,30209.082845420424,363333
KR,005930,2022-06-01,30210.03253780789,30242.27095266701,29856.04241721662,29867.522298215925,225074
KR,005930,2022-06-02,29999.890886639663,30028.198763655542,28957.401704013726,29281.719144268347,331891
KR,005930,2022-06-03,29371.674078637894,30123.44585067788,29305.241085637776,29951.71747032315,430574
KR,005930,2022-06-06,29943.813194838363,30015.510678366474,29808.30174963295,29905.471368407063,265766
KR,005930,2022-06-07,29953.55803687744,30146.914568387227,29132.723192510282,29211.538274666764,856811
KR,005930,2022-06-08,29117.7711361547,29260.67136375355,28901.643225646,29028.75598159142,264556
KR,005930,2022-06-09,28972.947363062256,29559.721531825053,28849.15354151944,29521.053021588912,1098262
KR,005930,2022-06-10,29320.87092811354,30245.25074662216,29084.997534661466,30160.40037022222,713505
KR,005930,2022-06-13,30270.82064433291,30374.435730885652,29845.95474172145,29934.566039898273,284956
KR,005930,2022-06-14,29764.081670521664,30235.058594541017,29458.11825951188,30159.487593844675,487024
KR,005930,2022-06-15,30221.128329743315,30749.9652151621,29861.540943485248,30553.175170373233,824177
KR,005930,2022-06-16,30477.035720757453,30625.10737443264,29972.349067911837,30204.768854131682,414896
KR,005930,2022-06-17,30116.060033431022,30677.69195414924,30102.878748433286,30403.837894437554,251451
KR,005930,2022-06-20,30386.0488330785,30454.20608005974,30287.700065864596,30392.472864868905,482898
KR,005930,2022-06-21,30416.763639700814,30590.34195201342,29992.73288322737,30105.311427138084,1235288
KR,005930,2022-06-22,30160.594395686767,30226.867234107678,29681.65564945588,29844.639685893013,216836
KR,005930,2022-06-23,30003.260813777324,30140.013183586,29684.55129022453,29886.619773071627,602879
KR,005930,2022-06-24,29918.773059041327,30041.230062346032,29896.112906945873,29908.657053671635,459212
KR,005930,2022-06-27,29987.723163405022,30119.4367515923,29180.207894690375,29443.76019203383,430905
KR,005930,2022-06-28,29390.8948913834,29491.004018020594,29282.427048516343,29311.59247638248,376196
KR,005930,2022-06-29,29374.35340114854,30452.844353628643,29029.161788667858,30227.54653793502,389756
KR,005930,2022-06-30,30241.445353030107,30660.935805004516,30113.760838550323,30459.128393075487,768395
KR,005930,2022-07-01,30416.80383166356,30488.495540325577,30101.694666546737,30157.213416830225,616450
KR,005930,2022-07-04,30148.53001070264,31110.963250731886,30112.79229301571,31077.829908531894,277855
KR,005930,2022-07-05,31072.044294786967,31201.293983133346,30807.121563029625,31050.444234652732,997590
KR,005930,2022-07-06,31068.247247731037,32910.870903329815,31027.33223766301,32877.99258481294,239258
KR,005930,2022-07-07,32917.58339342587,33106.72297104078,32123.677442309232,32311.40561662379,637594
KR,005930,2022-07-08,32262.076727074946,32935.384266034496,32261.271517289617,32698.847860507696,501891
KR,005930,2022-07-11,32626.180546021365,32775.84473903152,32276.100617604436,32397.913737089555,833726
KR,005930,2022-07-12,32470.56329688023,33819.58745888121,32388.199314263675,33597.184735409515,547227
KR,005930,2022-07-13,33426.18672231818,34606.252635524645,33325.794105354435,34458.13080997159,776676
KR,005930,2022-07-14,34394.22407304619,34701.657491688224,33909.84936054466,34119.39275013125,452579
KR,005930,2022-07-15,34278.31585878541,34639.085802142785,33810.194665108764,33973.24697305992,745238
KR,005930,2022-07-18,33697.33008568615,33707.22053925096,32316.648226996,32326.78815543881,544397
KR,005930,2022-07-19,32259.575717775806,33610.0179193392,32161.200618646537,33568.93748477845,1342213
KR,005930,2022-07-20,33638.19551234161,34846.69954873703,33543.23451337813,34729.29446713925,323707
KR,005930,2022-07-21,34557.35099391953,35181.23233712001,34509.72798953168,34994.542286388605,832912
KR,005930,2022-07-22,35267.30466938426,35638.17154566959,33817.57516558639,33969.61406066085,578375
KR,005930,2022-07-25,33705.832848716615,34527.8089853438,33667.52758760685,34523.20610455396,500856
KR,005930,2022-07-26,34671.99001858803,35054.54771038888,34231.123773413725,34336.91678787556,345493
KR,005930,2022-07-27,34497.33969054073,35772.91741493111,34333.417734333634,35704.71177289184,573621
KR,005930,2022-07-28,35802.86606421418,35805.9357203318,33636.072848834294,33653.24076877617,219545
KR,005930,2022-07-29,33630.869550946496,34638.00592921486,33560.90180143326,34521.97188673017,231416
KR,005930,2022-08-01,34558.96337433966,34699.17784502666,33490.643177058955,33623.19481682202,654967
KR,005930,2022-08-02,33532.68959324969,34008.19320844798,33463.222116584715,34004.30903858478,210872
KR,005930,2022-08-03,34086.87061605132,34250.65720984274,33698.41748116323,33788.13248927,941334
KR,005930,2022-08-04,33674.618057207495,34085.6679282352,33551.596263587686,34052.57027165279,400112
KR,005930,2022-08-05,34024.591937548474,34236.986976354136,33902.64215476525,34173.59716474069,520046
KR,005930,2022-08-08,34275.73342941794,34335.61903288884,33506.79733734636,33580.96665827015,476676
KR,005930,2022-08-09,33468.70855203583,33521.52235134017,32783.430836035455,33035.953541579955,566505
KR,005930,2022-08-10,32999.85166426621,33009.05295665194,32052.592276573992,32110.57358876183,399364
KR,005930,2022-08-11,32126.397502067,32360.12746800452,31843.64008898983,32101.558879614546,382133
KR,005930,2022-08-12,31972.338387425727,32512.391772859017,31951.394469407966,32395.05776300851,431214
KR,005930,2022-08-15,32508.21750591052,33038.27967526662,32338.10203608858,32998.074521009155,776155
KR,005930,2022-08-16,33031.809187520696,33435.92240049346,32874.39367487899,32920.49269810305,809518
KR,005930,2022-08-17,32770.81079204733,33668.058417612054,32587.993579168156,33548.003171933335,868531
KR,005930,2022-08-18,33543.276008951216,33692.313332754165,33438.472870352896,33565.558759882006,551474
KR,005930,2022-08-19,33487.485085109336,33669.56385281852,33415.78583649899,33515.908831815075,415590
KR,005930,2022-08-22,33449.792873240156,34207.0447665793,33407.33043964507,33868.6347160362,198380
KR,005930,2022-08-23,33876.43244050402,34717.72173680666,33790.96087134931,34520.64217275191,633698
KR,005930,2022-08-24,34447.14521373039,34606.66800739662,34272.833794311184,34315.38864188581,699549
KR,005930,2022-08-25,34414.68141514881,34597.901994292915,34159.476829749896,34171.685773333076,375626
KR,005930,2022-08-26,34099.44766453421,34177.79543316541,33988.95795921791,34079.59426645778,687971
KR,005930,2022-08-29,34179.96308658369,34217.628390643506,34063.83302802139,34137.183474093144,875460
KR,005930,2022-08-30,34132.70200036611,34341.656937663014,33541.806969227655,33590.73770623629,481806
KR,005930,2022-08-31,33676.97541090951,34222.1291345243,33664.285757727266,34219.02252841148,779576
KR,005930,2022-09-01,34163.45069984066,34180.598587276036,33911.59772567732,33979.23706112968,536059
KR,005930,2022-09-02,33927.72957206629,34362.91773462425,33653.92413517451,34268.87547375593,193057
KR,005930,2022-09-05,34150.39440546534,34428.83158478902,33638.7331151723,33766.544946728915,362914
KR,005930,2022-09-06,33825.0939904472,34172.54412475095,33691.919146882174,33991.3785121108,374453
KR,005930,2022-09-07,34087.00937239964,34254.055010093754,34054.27963378406,34237.77094339246,598979
KR,005930,2022-09-08,34455.43982118453,34696.0385546751,33940.61551834829,33985.361011951856,298526
KR,005930,2022-09-09,34116.938142750754,35367.61312384572,34075.09320165268,35228.40990917588,369129
KR,005930,2022-09-12,35254.808037656505,35573.509454337196,35103.24563493898,35470.736252409384,284123
KR,005930,2022-09-13,35448.28641326809,36744.42696086839,35326.69738974151,36612.35198865162,450918
KR,005930,2022-09-14,36655.04603741549,37417.96216011879,36601.63498148727,37251.7684330293,476024
KR,005930,2022-09-15,37248.668596725845,37315.987842545896,36515.31041847081,36815.14244718923,748397
KR,005930,2022-09-16,36976.77673456452,37030.88326050696,36564.21020042933,36569.240758600776,684827
KR,005930,2022-09-19,36672.7987019343,36984.05888412425,36468.92421842337,36863.61719368968,499159
KR,005930,2022-09-20,36771.07906742872,37003.59897924224,36455.3959302843,36911.58065146492,518669
KR,005930,2022-09-21,36835.43606170221,37109.82722380511,36754.27571402878,36951.82536821188,485453
KR,005930,2022-09-22,37103.396054601675,37163.84305787141,36699.24725924219,36768.851414401346,486392
KR,005930,2022-09-23,36802.834672498444,37233.393995467464,35561.61900195086,35579.28441329165,996315
KR,005930,2022-09-26,35554.54693640973,35769.270902278615,35409.35349325408,35442.02709172082,132639
KR,005930,2022-09-27,35568.16556691575,35652.55903536986,34026.81631036643,34034.05051883176,421124
KR,005930,2022-09-28,33994.47632553645,34451.23887741195,33728.74115330381,34268.63879671803,537603
KR,005930,2022-09-29,34239.87621897896,34267.1415235849,33786.652002476134,33827.63430734509,808913
KR,005930,2022-09-30,33780.8332805958,33918.00407989548,33256.60275446872,33398.78443718099,266033
KR,005930,2022-10-03,33202.23200562989,33493.75748254518,33012.33919064201,33273.6235505314,546863
KR,005930,2022-10-04,33359.894435765316,33533.222108226946,33200.123952313224,33443.5886213007,707502
KR,005930,2022-10-05,33322.28025163276,33492.2059645897,32310.229111534074,32588.231679820437,368003
KR,005930,2022-10-06,32532.633609535023,32760.344731709618,31457.707550390252,31569.040553902432,177041
KR,005930,2022-10-07,31498.590589003557,31507.061900303688,30818.68520298215,30969.57018086405,384090
KR,005930,2022-10-10,31037.11394026942,31199.280971048,29711.39084555039,29837.59846558449,252242
KR,005930,2022-10-11,29831.459428970673,29985.530121601456,29201.879324455746,29324.293517420898,636683
KR,005930,2022-10-12,29325.64975576461,30195.231680680376,29262.436580016478,30169.885753025294,300476
KR,005930,2022-10-13,30017.878422699134,30119.54702317707,29525.26935321356,29602.13235517441,1119997
KR,005930,2022-10-14,29594.36738595064,29981.183300077788,29253.912233841835,29955.146461321776,493514
KR,005930,2022-10-17,29822.47513862388,29934.41583893185,29136.10688352567,29221.56210229952,307387
KR,005930,2022-10-18,29248.492430558843,29541.908187992794,29216.147299712065,29384.740060780015,357276
KR,005930,2022-10-19,29417.06824029473,29562.668933798563,29190.47734749803,29221.50169950296,266326
KR,005930,2022-10-20,29219.976557789018,29405.156289012186,29060.311489455584,29195.885250388306,558680
KR,005930,2022-10-21,29374.839416195264,29570.60527225418,29206.100306647197,29500.631804245022,969134
KR,005930,2022-10-24,29547.336813418093,30595.227403475918,29458.634345829752,30439.115409948157,412839
KR,005930,2022-10-25,30493.524492431818,30577.945037793994,30305.05570309515,30551.88363599539,730140
KR,005930,2022-10-26,30564.927275690723,30850.346718305438,30337.34616002686,30626.383216541253,287042
KR,005930,2022-10-27,30608.67276838082,30609.373431007778,29912.98957480571,30095.915304112543,536379
KR,005930,2022-10-28,30183.125886602757,30462.006045568727,30112.737403947784,30417.94502266078,1454994
KR,005930,2022-10-31,30518.45651747247,30549.031445903387,30149.943008884366,30289.29834846708,227692
KR,005930,2022-11-01,30171.064645297956,30831.40514689126,30153.453051070686,30748.972580049,851463
KR,005930,2022-11-02,30846.24599587918,30894.779642096626,30506.15955335386,30730.931662509403,826863
KR,005930,2022-11-03,30778.302459541537,31700.686055785445,30674.756598882577,31700.043966867168,179611
KR,005930,2022-11-04,31791.4066704987,32020.41037274144,30418.096568807843,30574.930249683028,224436
KR,005930,2022-11-07,30617.690400798674,30624.223016847034,30376.174609336198,30417.81215025381,282224
KR,005930,2022-11-08,30304.26826216117,31038.037975262407,30145.40202555493,30906.525084937042,746301
KR,005930,2022-11-09,30797.772769806466,30867.03366583261,30639.050513048027,30717.610200600648,371035
KR,005930,2022-11-10,30885.751382550596,30900.218123570958,30274.13236862705,30285.74777882855,422842
KR,005930,2022-11-11,30308.682315686154,30337.623717658313,30097.956260037146,30146.861855019513,654841
KR,005930,2022-11-14,30018.68443823249,30265.83811772185,29449.64337770575,29717.322121161997,487650
KR,005930,2022-11-15,29748.358773525688,29980.905592267536,29142.920095557503,29259.899789291114,514640
KR,005930,2022-11-16,29228.112688261706,30808.002624468376,29175.163771532712,30761.556511294704,391476
KR,005930,2022-11-17,30591.437663569395,31722.840429175798,30501.41841924892,31647.7741339875,806399
KR,005930,2022-11-18,31430.336060039626,31486.94860412546,30936.733492127536,31085.73667082793,311532
KR,005930,2022-11-21,30936.276446346645,31074.37295809789,30100.42730041672,30213.424485714557,1062018
KR,005930,2022-11-22,30238.059836102027,30434.769976074527,30040.73161210611,30127.624686479227,388126
KR,005930,2022-11-23,30123.27978124372,30455.779175565684,30082.52826272334,30380.37003457859,308394
KR,005930,2022-11-24,30357.66138935245,30809.071541956997,30343.94770214996,30806.012155315715,634917
KR,005930,2022-11-25,30832.32155131429,30991.332744374045,30041.158551421784,30063.377868328407,575708
KR,005930,2022-11-28,30117.59390183669,30260.060327781328,29682.60380866932,29953.94414754504,170694
KR,005930,2022-11-29,29765.008976304154,30879.31206020656,29567.744096424372,30807.35063757991,513138
KR,005930,2022-11-30,30779.517627390123,30890.147674806944,30671.939900654208,30848.889351151276,233888
KR,005930,2022-12-01,30772.268608828344,30806.231274422593,30060.379913187007,30155.899078381397,303380
KR,005930,2022-12-02,30044.334768498866,30044.97227261927,29502.37073924696,29760.652642563204,680604
KR,005930,2022-12-05,29711.79744107756,29734.48576446661,29201.676789876896,29245.10159533138,298354
KR,005930,2022-12-06,29234.321374381707,29326.48202500005,27293.763736196503,27486.006194120822,548385
KR,005930,2022-12-07,27464.042968476297,28032.65750570146,27241.77345651449,28003.487332723947,379675
KR,005930,2022-12-08,27881.280059668574,27922.801810155983,27250.782345225572,27322.140812186575,1206543
KR,005930,2022-12-09,27282.538774969362,28086.030396083377,27248.505643268247,28042.78321974915,437376
KR,005930,2022-12-12,28212.371914135543,28977.939401977368,28197.866357614148,28899.00279363058,254961
KR,005930,2022-12-13,28807.576043478177,29667.079515674202,28686.04244369072,29514.953906101597,264032
KR,005930,2022-12-14,29365.570491614577,29437.681730754153,28770.83867156217,28909.29444661198,291571
KR,005930,2022-12-15,28933.165565334224,29428.596060881206,28878.019998478056,29367.405053655828,488608
KR,005930,2022-12-16,29419.969316251034,30018.324926542253,29291.595634960126,29985.337148449908,457645
KR,005930,2022-12-19,30027.080705009128,30089.49813772421,29525.19512350125,29588.49868297462,743936
KR,005930,2022-12-20,29489.106400470526,29825.0498466903,29059.59961849113,29086.69713716082,498025
KR,005930,2022-12-21,29173.79099157478,29284.53602139563,28970.446136535636,29035.084126655092,488394
KR,005930,2022-12-22,28966.67756817318,28998.185217255505,28014.288285712402,28203.936833319767,538347
KR,005930,2022-12-23,28107.912881832694,28994.66765062649,27896.48856085476,28956.22690164225,429043
KR,005930,2022-12-26,28903.369261965006,29070.175024774,27386.58737494718,27708.313471126836,529663
KR,005930,2022-12-27,27699.27774798277,27715.514505997427,27075.722367541654,27161.835330925183,676837
KR,005930,2022-12-28,27220.02343226612,27464.69729824155,26964.388739271373,27042.640071844857,676783
KR,005930,2022-12-29,27093.250250427212,27989.823626445985,26906.869990515628,27859.73701437099,348250
KR,005930,2022-12-30,27857.856543046873,27945.915274327705,26919.721529543665,27004.074867975793,188924
KR,005930,2023-01-02,27079.651622386707,27159.865332022775,26175.703707311808,26343.290157953063,305206
KR,005930,2023-01-03,26349.730268383726,26778.101694450426,26239.094318755502,26763.119136118323,526250
KR,005930,2023-01-04,26835.05710800269,27739.05754849972,26804.396586018145,27606.76689336522,131678
KR,005930,2023-01-05,27490.498057663717,27511.92164561518,25919.536434307272,26061.657675255057,360187
KR,005930,2023-01-06,25938.58092409661,26260.74545082115,25870.269426579674,26205.346490547756,571796
KR,005930,2023-01-09,26266.330559797923,26279.731992862744,26035.927236398737,26049.995316159235,344481
KR,005930,2023-01-10,25941.360392527262,26486.296785928535,25910.865013295544,26366.894750750456,261043
KR,005930,2023-01-11,26343.044375677662,26386.566455677836,26115.095195051956,26297.29523817311,1097133
KR,005930,2023-01-12,26289.555727072828,26378.222373267094,25555.82626116745,25618.676631575403,912083
KR,005930,2023-01-13,25581.174667178908,26168.168445761872,25406.52954538063,25905.984441188335,400988
KR,005930,2023-01-16,25870.740167427026,26025.066556855767,25732.469765169557,25816.836851171363,883764
KR,005930,2023-01-17,25924.69648810579,26302.65401484592,25771.712126241066,25998.394578943866,873011
KR,005930,2023-01-18,25801.097844507465,25973.307794615277,25343.666252773728,25379.299698296014,259184
KR,005930,2023-01-19,25446.595979909172,26572.317591839223,25381.849165048086,26530.185013577113,1741344
KR,005930,2023-01-20,26712.85905425419,28297.543230768868,26522.36551309667,28178.006031132612,285298
KR,005930,2023-01-23,28179.999728802228,28219.094438790875,26432.115089167517,26612.131052375225,399520
KR,005930,2023-01-24,26610.616173143255,27465.49845688983,26598.988343332705,27330.625120387092,263438
KR,005930,2023-01-25,27390.181624127803,28752.148222134496,27337.122122076868,28648.20229648083,473495
KR,005930,2023-01-26,28805.382481027922,29134.500408053304,28679.047355806062,29058.163094098938,235958
KR,005930,2023-01-27,28954.595533717118,29319.75846436731,28941.289047295122,29179.599557072197,453619
KR,005930,2023-01-30,29187.275775987902,29390.123114771624,29140.696181215055,29191.310423922154,781956
KR,005930,2023-01-31,29175.002710771158,29471.457486326217,28695.978187465676,28740.085709847415,506276
KR,005930,2023-02-01,28788.31570736999,28830.45863641223,28510.338919502734,28524.593029305357,398586
KR,005930,2023-02-02,28538.215236499353,28637.85373355658,27990.13503200461,28287.19501240017,985034
KR,005930,2023-02-03,28343.174221377514,28916.104136040256,28147.435229736053,28713.704115681925,290454
KR,005930,2023-02-06,28677.384207459334,28765.903107340793,28407.553370559275,28563.945570318658,737665
KR,005930,2023-02-07,28568.14465503212,28599.41732875778,28237.487772957877,28546.23541671485,390770
KR,005930,2023-02-08,28488.828162512138,28636.070853454767,27234.09214369445,27362.882500872107,506165
KR,005930,2023-02-09,27308.35179187651,27689.62572806792,27196.945516397922,27480.57995791487,461476
KR,005930,2023-02-10,27468.91116718834,28093.140123193836,27391.64199724341,27946.308459723517,484180
