market,ticker,event_type,occurred_at,magnitude,source,confidence,raw_json
KR,263750,ANALYST_RATING_UP,2022-11-22,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,068270,CONVERTIBLE_ISSUE,2022-11-23,0.080877,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
KR,012450,EARNINGS_BEAT,2022-11-25,0.335936,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,035420,CAPITAL_RAISE,2022-12-01,0.027144,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
KR,051910,EARNINGS_MISS,2022-12-12,0.0975,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
KR,263750,BUYBACK,2022-12-12,0.030379,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,051910,INSIDER_BUY,2022-12-15,0.003623,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,068270,CONVERTIBLE_ISSUE,2022-12-15,0.086318,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
KR,263750,ANALYST_TARGET_UP,2022-12-15,0.185724,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,207940,ANALYST_RATING_UP,2022-12-16,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,068270,REGULATORY_PROBE,2022-12-19,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
KR,207940,BUYBACK,2022-12-19,0.013292,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,068270,CAPITAL_RAISE,2022-12-26,0.172945,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
KR,005930,CAPITAL_RAISE,2022-12-27,0.117406,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
KR,068270,INSIDER_BUY,2022-12-27,0.014978,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,263750,CAPITAL_RAISE,2022-12-29,0.199501,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
KR,006400,CONVERTIBLE_ISSUE,2023-01-03,0.045024,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
KR,051910,GUIDANCE_RAISE,2023-01-03,0.078166,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
KR,006400,BUYBACK,2023-01-05,0.033301,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,012450,BUYBACK,2023-01-10,0.029523,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,051910,EARNINGS_BEAT,2023-01-18,0.386598,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,006400,ANALYST_TARGET_UP,2023-01-23,0.222471,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,005930,INSIDER_BUY,2023-01-27,0.017555,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,005930,ANALYST_RATING_UP,2023-01-31,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,000660,GUIDANCE_RAISE,2023-02-02,0.127467,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
KR,263750,BUYBACK,2023-02-06,0.041578,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,012450,EARNINGS_BEAT,2023-02-13,0.30679,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,068270,INSIDER_BUY,2023-02-14,0.006731,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,051910,EARNINGS_MISS,2023-02-17,0.114309,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
KR,035420,BUYBACK,2023-02-20,0.041075,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,005930,INSIDER_BUY,2023-02-21,0.002126,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,207940,EARNINGS_BEAT,2023-02-21,0.329838,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,005930,BUYBACK,2023-03-01,0.022443,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,207940,ANALYST_TARGET_UP,2023-03-06,0.194195,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,263750,EARNINGS_BEAT,2023-03-06,0.193883,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,035420,ANALYST_RATING_UP,2023-03-07,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,006400,ANALYST_RATING_UP,2023-03-08,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,068270,GUIDANCE_RAISE,2023-03-10,0.158609,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
KR,068270,EARNINGS_BEAT,2023-03-13,0.108043,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,012450,GUIDANCE_RAISE,2023-03-30,0.075908,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
KR,035720,ANALYST_TARGET_UP,2023-04-06,0.165908,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,006400,INSIDER_BUY,2023-04-10,0.013078,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,207940,INSIDER_BUY,2023-04-11,0.019939,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,006400,CAPITAL_RAISE,2023-04-19,0.153277,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
KR,005930,BUYBACK,2023-04-21,0.011759,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,005930,GUIDANCE_RAISE,2023-04-28,0.168777,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
KR,000660,REGULATORY_PROBE,2023-05-01,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
KR,207940,BUYBACK,2023-05-03,0.042936,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,000660,EARNINGS_BEAT,2023-05-18,0.383214,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,263750,INSIDER_BUY,2023-05-19,0.017944,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,051910,CONTRACT_WIN,2023-05-23,0.066213,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
KR,012450,ANALYST_TARGET_UP,2023-05-29,0.124456,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,207940,REGULATORY_PROBE,2023-06-01,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
KR,207940,BUYBACK,2023-06-02,0.033855,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,035420,REGULATORY_PROBE,2023-06-08,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
KR,207940,ANALYST_TARGET_UP,2023-06-08,0.086889,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,006400,EARNINGS_BEAT,2023-06-12,0.303722,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,051910,REGULATORY_PROBE,2023-06-13,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
KR,006400,ANALYST_TARGET_UP,2023-06-14,0.189685,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,012450,INSIDER_BUY,2023-06-19,0.014047,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,051910,ANALYST_RATING_UP,2023-06-20,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,068270,ANALYST_TARGET_UP,2023-06-22,0.169329,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,006400,EARNINGS_BEAT,2023-07-03,0.059258,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,068270,REGULATORY_PROBE,2023-07-07,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
KR,012450,ANALYST_RATING_UP,2023-07-10,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,035720,ANALYST_RATING_UP,2023-07-13,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,035720,BUYBACK,2023-07-17,0.035495,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,012450,EARNINGS_BEAT,2023-07-24,0.33626,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,263750,CAPITAL_RAISE,2023-07-27,0.19856,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
KR,000660,EARNINGS_MISS,2023-07-31,0.205567,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
KR,035420,BUYBACK,2023-08-01,0.01931,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,035420,GUIDANCE_RAISE,2023-08-04,0.049162,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
KR,006400,ANALYST_TARGET_UP,2023-08-08,0.242583,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,006400,BUYBACK,2023-08-09,0.014213,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,000660,EARNINGS_MISS,2023-08-18,0.230433,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
KR,068270,CONVERTIBLE_ISSUE,2023-08-22,0.03241,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
KR,012450,EARNINGS_BEAT,2023-08-23,0.373351,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,263750,ANALYST_RATING_UP,2023-08-23,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,000660,REGULATORY_PROBE,2023-08-28,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
KR,051910,EARNINGS_BEAT,2023-09-07,0.144374,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,068270,REGULATORY_PROBE,2023-09-08,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
KR,005930,ANALYST_TARGET_UP,2023-09-13,0.24575,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,207940,CONVERTIBLE_ISSUE,2023-09-14,0.080615,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
KR,263750,EARNINGS_MISS,2023-09-20,0.379973,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
KR,068270,GUIDANCE_RAISE,2023-09-21,0.194123,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
KR,006400,INSIDER_BUY,2023-09-22,0.014885,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,035420,GUIDANCE_RAISE,2023-09-25,0.165568,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
KR,035720,EARNINGS_MISS,2023-09-25,0.19722,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
KR,012450,BUYBACK,2023-09-26,0.016228,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,035720,BUYBACK,2023-10-03,0.013257,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,207940,CAPITAL_RAISE,2023-10-03,0.149833,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
KR,005930,ANALYST_TARGET_UP,2023-10-09,0.167998,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,068270,EARNINGS_BEAT,2023-10-10,0.251382,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,035420,BUYBACK,2023-10-11,0.019117,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,035720,GUIDANCE_RAISE,2023-10-11,0.079797,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
KR,263750,ANALYST_RATING_UP,2023-10-13,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,012450,EARNINGS_BEAT,2023-10-17,0.110788,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,035420,INSIDER_BUY,2023-10-23,0.016145,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,263750,REGULATORY_PROBE,2023-10-24,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
KR,263750,INSIDER_BUY,2023-10-25,0.008121,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
KR,005930,ANALYST_TARGET_UP,2023-10-27,0.177599,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,051910,EARNINGS_BEAT,2023-10-31,0.327354,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,012450,BUYBACK,2023-11-03,0.045963,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,051910,ANALYST_RATING_UP,2023-11-07,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,263750,ANALYST_TARGET_UP,2023-11-09,0.201324,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,005930,BUYBACK,2023-11-16,0.03544,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,263750,CONTRACT_WIN,2023-11-22,0.145496,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
KR,051910,EARNINGS_MISS,2023-11-29,0.192209,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
KR,263750,ANALYST_RATING_UP,2023-12-01,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,005930,REGULATORY_PROBE,2023-12-04,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
KR,006400,ANALYST_RATING_UP,2023-12-05,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
KR,005930,EARNINGS_BEAT,2023-12-13,0.133847,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,012450,CONVERTIBLE_ISSUE,2023-12-19,0.023542,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
KR,035720,GUIDANCE_RAISE,2023-12-19,0.103227,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
KR,068270,ANALYST_TARGET_UP,2023-12-21,0.106384,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,207940,EARNINGS_MISS,2023-12-25,0.182363,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
KR,000660,CONVERTIBLE_ISSUE,2023-12-28,0.079421,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
KR,000660,CONVERTIBLE_ISSUE,2023-12-29,0.066452,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
KR,006400,GUIDANCE_RAISE,2024-01-04,0.176181,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
KR,035720,BUYBACK,2024-01-05,0.020865,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
KR,051910,CONVERTIBLE_ISSUE,2024-01-05,0.085348,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
KR,000660,CONVERTIBLE_ISSUE,2024-01-16,0.090255,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
KR,207940,ANALYST_TARGET_UP,2024-01-17,0.133954,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
KR,263750,EARNINGS_BEAT,2024-01-18,0.098936,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
KR,035720,REGULATORY_PROBE,2024-02-07,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
KR,005930,CONTRACT_WIN,2024-02-09,0.047077,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
KR,035720,REGULATORY_PROBE,2024-02-09,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
