market,ticker,event_type,occurred_at,magnitude,source,confidence,raw_json
US,AAPL,ANALYST_TARGET_UP,2022-03-10,0.193798,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,NVDA,INSIDER_BUY,2022-03-11,0.001326,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,TSLA,BUYBACK,2022-03-21,0.027049,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,AAPL,BUYBACK,2022-03-22,0.007333,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,PLTR,ANALYST_RATING_UP,2022-03-28,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,PLTR,BUYBACK,2022-03-30,0.037636,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,NVDA,CONTRACT_WIN,2022-04-01,0.254758,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,TSLA,CONVERTIBLE_ISSUE,2022-04-05,0.082957,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,TSLA,CONTRACT_WIN,2022-04-06,0.292554,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,META,GUIDANCE_RAISE,2022-04-07,0.100145,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,AMZN,ANALYST_RATING_UP,2022-04-08,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,AVGO,EARNINGS_MISS,2022-04-11,0.299482,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,TSLA,EARNINGS_MISS,2022-04-12,0.377212,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,AMZN,ANALYST_TARGET_UP,2022-04-26,0.172582,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,CRWD,EARNINGS_BEAT,2022-04-29,0.252808,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,MSFT,GUIDANCE_RAISE,2022-05-02,0.146729,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,NVDA,REGULATORY_PROBE,2022-05-02,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
US,PLTR,CONVERTIBLE_ISSUE,2022-05-02,0.048013,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,TSLA,ANALYST_TARGET_UP,2022-05-09,0.230096,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,ANET,ANALYST_TARGET_UP,2022-05-16,0.141206,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,AVGO,INSIDER_BUY,2022-05-18,0.006012,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,MSFT,INSIDER_BUY,2022-05-18,0.005823,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,META,BUYBACK,2022-05-23,0.029607,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,NVDA,INSIDER_BUY,2022-05-24,0.002106,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,AVGO,CONVERTIBLE_ISSUE,2022-05-25,0.036011,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,MSFT,CAPITAL_RAISE,2022-05-31,0.177053,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
US,AMZN,EARNINGS_BEAT,2022-06-01,0.346671,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,CRWD,INSIDER_BUY,2022-06-03,0.017447,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,AAPL,CONVERTIBLE_ISSUE,2022-06-09,0.096488,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,ANET,ANALYST_TARGET_UP,2022-06-13,0.05042,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,META,CONVERTIBLE_ISSUE,2022-06-15,0.070608,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,NVDA,BUYBACK,2022-06-20,0.036154,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,AVGO,CAPITAL_RAISE,2022-07-05,0.144816,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
US,PLTR,CONTRACT_WIN,2022-07-18,0.201132,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,NVDA,EARNINGS_BEAT,2022-07-20,0.173656,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,MSFT,BUYBACK,2022-07-22,0.021642,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,AAPL,EARNINGS_BEAT,2022-07-28,0.396071,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,AMZN,REGULATORY_PROBE,2022-08-03,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
US,NVDA,CAPITAL_RAISE,2022-08-04,0.192977,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
US,AMZN,CONTRACT_WIN,2022-08-08,0.252082,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,AVGO,EARNINGS_BEAT,2022-08-10,0.116967,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,MSFT,ANALYST_RATING_UP,2022-08-15,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,NVDA,CAPITAL_RAISE,2022-08-15,0.137305,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
US,MSFT,EARNINGS_BEAT,2022-08-16,0.077653,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,TSLA,GUIDANCE_RAISE,2022-08-17,0.133371,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,META,CONVERTIBLE_ISSUE,2022-08-18,0.061573,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,NVDA,ANALYST_RATING_UP,2022-08-18,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,TSLA,INSIDER_BUY,2022-08-22,0.00752,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,AMZN,GUIDANCE_RAISE,2022-08-24,0.120437,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,NVDA,ANALYST_RATING_UP,2022-08-26,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,CRWD,EARNINGS_MISS,2022-08-29,0.304659,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,PLTR,CONVERTIBLE_ISSUE,2022-08-31,0.045929,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,AVGO,BUYBACK,2022-09-01,0.029856,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,AAPL,INSIDER_BUY,2022-09-07,0.003257,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,MSFT,ANALYST_TARGET_UP,2022-09-22,0.053945,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,AAPL,CONTRACT_WIN,2022-09-23,0.160631,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,PLTR,ANALYST_TARGET_UP,2022-09-26,0.132359,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,NVDA,BUYBACK,2022-10-05,0.006735,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,AAPL,ANALYST_TARGET_UP,2022-10-07,0.199445,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,AMZN,GUIDANCE_RAISE,2022-10-07,0.057625,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,CRWD,BUYBACK,2022-10-07,0.047612,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,CRWD,ANALYST_TARGET_UP,2022-10-10,0.133735,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,NVDA,INSIDER_BUY,2022-10-10,0.006008,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,AVGO,INSIDER_BUY,2022-10-12,0.01606,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,CRWD,ANALYST_TARGET_UP,2022-10-14,0.065943,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,MSFT,ANALYST_TARGET_UP,2022-10-17,0.18571,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,CRWD,EARNINGS_BEAT,2022-10-20,0.229239,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,TSLA,ANALYST_TARGET_UP,2022-11-01,0.143467,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,PLTR,BUYBACK,2022-11-02,0.03861,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,NVDA,CONTRACT_WIN,2022-11-04,0.229446,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,META,EARNINGS_BEAT,2022-11-07,0.298616,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,AVGO,CONVERTIBLE_ISSUE,2022-11-08,0.067136,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,META,ANALYST_RATING_UP,2022-11-09,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,META,GUIDANCE_RAISE,2022-11-11,0.085547,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,AMZN,CONVERTIBLE_ISSUE,2022-11-16,0.04066,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,AAPL,ANALYST_RATING_UP,2022-11-23,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,ANET,CONVERTIBLE_ISSUE,2022-11-23,0.060119,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,ANET,GUIDANCE_RAISE,2022-12-07,0.037724,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,AAPL,GUIDANCE_RAISE,2022-12-08,0.076947,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,CRWD,CONVERTIBLE_ISSUE,2022-12-09,0.099509,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,CRWD,CONTRACT_WIN,2022-12-22,0.270738,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,AAPL,GUIDANCE_RAISE,2022-12-30,0.116696,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,AMZN,ANALYST_RATING_UP,2022-12-30,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,AAPL,ANALYST_TARGET_UP,2023-01-03,0.163006,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,META,CONVERTIBLE_ISSUE,2023-01-04,0.057523,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,TSLA,CONVERTIBLE_ISSUE,2023-01-09,0.082559,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,NVDA,INSIDER_BUY,2023-01-11,0.009308,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,CRWD,GUIDANCE_RAISE,2023-01-19,0.101701,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,META,GUIDANCE_RAISE,2023-01-23,0.164,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,META,BUYBACK,2023-02-03,0.028179,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,NVDA,REGULATORY_PROBE,2023-02-09,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
US,NVDA,ANALYST_RATING_UP,2023-02-10,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,MSFT,REGULATORY_PROBE,2023-02-22,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
US,AVGO,ANALYST_TARGET_UP,2023-02-23,0.235742,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,TSLA,CONTRACT_WIN,2023-03-07,0.097612,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,TSLA,CONTRACT_WIN,2023-03-08,0.05612,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,AAPL,ANALYST_RATING_UP,2023-03-16,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,META,GUIDANCE_RAISE,2023-03-21,0.154425,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,ANET,CONTRACT_WIN,2023-03-23,0.210599,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,AAPL,INSIDER_BUY,2023-03-27,0.012979,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,TSLA,CAPITAL_RAISE,2023-03-27,0.10573,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
US,META,EARNINGS_MISS,2023-03-30,0.098461,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,NVDA,REGULATORY_PROBE,2023-03-31,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
US,AMZN,INSIDER_BUY,2023-04-06,0.007293,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,CRWD,CONTRACT_WIN,2023-04-06,0.072779,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,AVGO,CONTRACT_WIN,2023-04-14,0.13185,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,AVGO,EARNINGS_BEAT,2023-04-18,0.244622,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,PLTR,ANALYST_TARGET_UP,2023-04-19,0.211764,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,CRWD,CONVERTIBLE_ISSUE,2023-04-20,0.025872,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,PLTR,CAPITAL_RAISE,2023-04-20,0.140079,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
US,CRWD,CONTRACT_WIN,2023-04-24,0.253149,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,MSFT,INSIDER_BUY,2023-04-26,0.015115,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,PLTR,CAPITAL_RAISE,2023-04-27,0.158989,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
US,AMZN,EARNINGS_BEAT,2023-05-01,0.173339,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,AVGO,EARNINGS_MISS,2023-05-02,0.190987,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,AVGO,CONVERTIBLE_ISSUE,2023-05-09,0.048544,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,META,CONTRACT_WIN,2023-05-11,0.297363,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,CRWD,EARNINGS_MISS,2023-05-23,0.349875,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,AAPL,EARNINGS_MISS,2023-06-01,0.263865,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,ANET,CONVERTIBLE_ISSUE,2023-06-02,0.088376,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,AVGO,EARNINGS_BEAT,2023-06-08,0.191339,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,TSLA,EARNINGS_BEAT,2023-06-09,0.22265,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,NVDA,CAPITAL_RAISE,2023-06-21,0.03442,synthetic,1.0,"{""synthetic"": true, ""template"": ""CAPITAL_RAISE""}"
US,AAPL,CONTRACT_WIN,2023-06-22,0.148531,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,AAPL,ANALYST_TARGET_UP,2023-06-26,0.101339,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,AAPL,EARNINGS_BEAT,2023-07-12,0.072706,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,PLTR,BUYBACK,2023-07-18,0.042556,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,ANET,CONTRACT_WIN,2023-07-27,0.063137,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,PLTR,GUIDANCE_RAISE,2023-07-28,0.090836,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,AVGO,INSIDER_BUY,2023-07-31,0.008369,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,META,ANALYST_RATING_UP,2023-08-07,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,TSLA,EARNINGS_BEAT,2023-08-10,0.294138,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,TSLA,INSIDER_BUY,2023-08-15,0.003887,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,AAPL,REGULATORY_PROBE,2023-08-18,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
US,CRWD,INSIDER_BUY,2023-08-22,0.006656,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,MSFT,BUYBACK,2023-08-22,0.039944,synthetic,1.0,"{""synthetic"": true, ""template"": ""BUYBACK""}"
US,AAPL,ANALYST_TARGET_UP,2023-08-28,0.147756,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,CRWD,EARNINGS_BEAT,2023-09-05,0.277218,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,MSFT,ANALYST_TARGET_UP,2023-09-05,0.20174,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,MSFT,REGULATORY_PROBE,2023-09-12,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
US,CRWD,GUIDANCE_RAISE,2023-09-19,0.172638,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,AAPL,INSIDER_BUY,2023-09-20,0.014598,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,AVGO,CONTRACT_WIN,2023-09-20,0.073006,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,AVGO,ANALYST_RATING_UP,2023-09-22,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,CRWD,EARNINGS_MISS,2023-09-26,0.360433,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,META,ANALYST_TARGET_UP,2023-09-28,0.094668,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,AMZN,ANALYST_TARGET_UP,2023-09-29,0.2064,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,ANET,EARNINGS_MISS,2023-09-29,0.255259,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,TSLA,ANALYST_RATING_UP,2023-09-29,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,META,CONVERTIBLE_ISSUE,2023-10-03,0.021209,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,META,REGULATORY_PROBE,2023-10-09,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
US,META,EARNINGS_BEAT,2023-10-12,0.381839,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,CRWD,EARNINGS_MISS,2023-10-16,0.086902,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,AMZN,ANALYST_TARGET_UP,2023-10-17,0.091582,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,AMZN,CONTRACT_WIN,2023-10-19,0.206615,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,MSFT,CONTRACT_WIN,2023-10-19,0.074302,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,AAPL,CONTRACT_WIN,2023-10-26,0.109301,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,CRWD,EARNINGS_MISS,2023-10-26,0.192383,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,PLTR,CONTRACT_WIN,2023-11-03,0.222938,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,NVDA,CONVERTIBLE_ISSUE,2023-11-06,0.079301,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,MSFT,INSIDER_BUY,2023-11-08,0.008237,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,META,INSIDER_BUY,2023-11-09,0.00949,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,CRWD,ANALYST_TARGET_UP,2023-11-21,0.126933,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_TARGET_UP""}"
US,ANET,EARNINGS_BEAT,2023-11-22,0.130998,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,NVDA,GUIDANCE_RAISE,2023-11-29,0.182021,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,TSLA,CONTRACT_WIN,2023-12-07,0.285883,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONTRACT_WIN""}"
US,NVDA,GUIDANCE_RAISE,2023-12-13,0.106286,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,AVGO,INSIDER_BUY,2023-12-14,0.01194,synthetic,1.0,"{""synthetic"": true, ""template"": ""INSIDER_BUY""}"
US,AMZN,GUIDANCE_RAISE,2023-12-15,0.132301,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,AVGO,ANALYST_RATING_UP,2023-12-19,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""ANALYST_RATING_UP""}"
US,AMZN,EARNINGS_MISS,2023-12-20,0.198607,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_MISS""}"
US,META,REGULATORY_PROBE,2023-12-27,1.0,synthetic,1.0,"{""synthetic"": true, ""template"": ""REGULATORY_PROBE""}"
US,ANET,EARNINGS_BEAT,2023-12-28,0.2137,synthetic,1.0,"{""synthetic"": true, ""template"": ""EARNINGS_BEAT""}"
US,PLTR,CONVERTIBLE_ISSUE,2024-01-10,0.063436,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
US,AVGO,GUIDANCE_RAISE,2024-01-11,0.120484,synthetic,1.0,"{""synthetic"": true, ""template"": ""GUIDANCE_RAISE""}"
US,TSLA,CONVERTIBLE_ISSUE,2024-01-15,0.057439,synthetic,1.0,"{""synthetic"": true, ""template"": ""CONVERTIBLE_ISSUE""}"
